"vereda_id","mun_id","anio","post","puntaje","puntaje_c","tratada","luminosidad","vel_descarga","vel_subida","latencia_ms","personas_conectadas","n_establecimientos","gasto_sustitutos","poblacion","hogares","ipm","dist_cabecera_km"
2175,41,2024,0,35.394,-25.256,0,4.083,17.2,6.8,66.9,391,13,48400,761,254,0.356,22
2175,41,2026,1,35.394,-25.256,0,3.985,19,6.5,65.3,403,13,50900,761,254,0.356,22
2176,41,2024,0,70.232,9.582,1,0.973,3.9,4.4,99.7,111,3,70700,654,199,0.601,27.6
2176,41,2026,1,70.232,9.582,1,2.446,15.2,8.7,75,270,7,53300,654,199,0.601,27.6
2177,41,2024,0,16.588,-44.062,0,1.727,14.8,5.9,65.1,165,11,33400,670,192,0.261,7.5
2177,41,2026,1,16.588,-44.062,0,1.518,19.6,6.8,55.6,325,13,38800,670,192,0.261,7.5
2178,41,2024,0,61.397,0.747,1,3.426,13.7,5.4,88.9,69,4,73400,343,89,0.59,25.6
2178,41,2026,1,61.397,0.747,1,5.461,22.6,10.2,77.1,107,3,51800,343,89,0.59,25.6
2179,41,2024,0,47.362,-13.288,0,2.523,19.7,6.2,76.5,54,2,48800,173,51,0.447,18.1
2179,41,2026,1,47.362,-13.288,0,2.584,21.2,7.7,86.3,58,1,56900,173,51,0.447,18.1
2180,41,2024,0,59.514,-1.136,0,2.483,13.2,6.3,93.9,88,4,63500,284,80,0.572,37.2
2180,41,2026,1,59.514,-1.136,0,2.56,15.8,4.8,91.6,83,5,65700,284,80,0.572,37.2
2181,41,2024,0,59.305,-1.345,0,1.455,23.2,4.4,84.5,100,4,53000,300,84,0.541,27.7
2181,41,2026,1,59.305,-1.345,0,1.754,19.1,5.4,68.6,122,2,59300,300,84,0.541,27.7
2182,41,2024,0,18.9,-41.75,0,2.599,17.7,4.8,73.8,206,5,48800,405,90,0.263,17.4
2182,41,2026,1,18.9,-41.75,0,3.36,22.5,7,65.4,220,4,35000,405,90,0.263,17.4
2183,41,2024,0,57.411,-3.239,0,2.08,18.7,5,75.4,246,8,61500,859,233,0.554,26.9
2183,41,2026,1,57.411,-3.239,0,2.362,19.9,6.5,63.4,245,11,64100,859,233,0.554,26.9
2184,41,2024,0,59.292,-1.358,0,2.109,16.4,3.1,73.4,111,4,65600,409,110,0.571,27.8
2184,41,2026,1,59.292,-1.358,0,2.932,18.1,6.8,83.9,121,9,72700,409,110,0.571,27.8
2185,41,2024,0,36.722,-23.928,0,2.321,14.7,6.4,61.9,136,6,52600,443,140,0.418,17
2185,41,2026,1,36.722,-23.928,0,1.878,23,8,61.8,153,3,47100,443,140,0.418,17
2186,41,2024,0,47.887,-12.763,0,1.35,14.8,5.7,74.9,132,5,54300,394,109,0.504,19.3
2186,41,2026,1,47.887,-12.763,0,2.817,19.9,5.5,74.3,151,2,58100,394,109,0.504,19.3
2187,41,2024,0,52.029,-8.62,0,2.871,12.7,4.3,91.2,67,4,63600,299,74,0.462,19.9
2187,41,2026,1,52.029,-8.62,0,3.422,14.5,4.3,85.5,91,2,56500,299,74,0.462,19.9
2188,41,2024,0,51.401,-9.248,0,1.777,18,7,86.5,58,0,56700,173,50,0.497,24.7
2188,41,2026,1,51.401,-9.248,0,2.813,25,6.4,86.5,68,2,49300,173,50,0.497,24.7
2189,41,2024,0,85.936,25.287,1,0.873,7.4,1.6,113.9,156,7,77800,1108,292,0.73,32.9
2189,41,2026,1,85.936,25.287,1,1.019,17.1,5.5,90.2,291,10,63300,1108,292,0.73,32.9
2190,41,2024,0,58.91,-1.74,0,1.303,9.3,8.4,91.5,261,15,64800,866,243,0.544,20.2
2190,41,2026,1,58.91,-1.74,0,1.346,13.3,7.1,79.1,309,8,58700,866,243,0.544,20.2
2191,41,2024,0,42.865,-17.785,0,2.13,15.4,6.5,65,196,9,47200,740,187,0.395,19.7
2191,41,2026,1,42.865,-17.785,0,2.854,17.3,7,65.4,223,10,51400,740,187,0.395,19.7
2192,41,2024,0,47.891,-12.759,0,4.247,16.4,5.9,71.5,492,21,46600,1576,448,0.507,20.3
2192,41,2026,1,47.891,-12.759,0,2.138,19.7,7.3,66.9,479,22,49700,1576,448,0.507,20.3
2193,41,2024,0,44.629,-16.021,0,2.882,16.5,6.3,69.2,189,5,51800,498,126,0.418,15.6
2193,41,2026,1,44.629,-16.021,0,2.586,21.6,7.8,70.9,303,6,46600,498,126,0.418,15.6
2194,41,2024,0,67.166,6.516,1,1.775,9.1,4.5,93,68,2,50300,233,59,0.462,26.3
2194,41,2026,1,67.166,6.516,1,1.629,22.7,7.5,62.7,82,5,36400,233,59,0.462,26.3
2195,41,2024,0,64.516,3.867,1,1.267,13.8,6.6,99.5,85,3,70900,383,116,0.539,22.3
2195,41,2026,1,64.516,3.867,1,2.263,24.1,8.9,67,144,5,60200,383,116,0.539,22.3
2196,41,2024,0,43.737,-16.913,0,2.689,19.1,6.2,85.5,189,5,50100,427,123,0.478,19.4
2196,41,2026,1,43.737,-16.913,0,5.062,25,5.8,85.2,174,8,44300,427,123,0.478,19.4
2197,41,2024,0,50.357,-10.293,0,1.846,12.1,6.9,90.4,378,13,38700,958,280,0.445,22.9
2197,41,2026,1,50.357,-10.293,0,2.491,16.4,8.8,78.1,368,15,60600,958,280,0.445,22.9
2198,41,2024,0,62.818,2.168,1,2.147,11.1,3.5,81.8,35,3,82000,294,88,0.564,35.5
2198,41,2026,1,62.818,2.168,1,2.186,20.9,7.9,60,82,3,39900,294,88,0.564,35.5
2199,41,2024,0,81.077,20.427,1,0.992,7.1,3.3,103.6,72,0,76800,473,135,0.65,27.2
2199,41,2026,1,81.077,20.427,1,1.315,17.9,8.3,86.3,175,5,60400,473,135,0.65,27.2
2200,41,2024,0,52.869,-7.781,0,1.945,12.2,6.4,80.7,167,7,59500,546,158,0.449,32.8
2200,41,2026,1,52.869,-7.781,0,2.217,11.8,5.9,73.1,184,7,54700,546,158,0.449,32.8
2201,41,2024,0,68.164,7.514,1,1.472,18.5,2.9,84.3,69,7,77600,428,134,0.57,25.6
2201,41,2026,1,68.164,7.514,1,2.495,25.4,5.3,76,136,7,63600,428,134,0.57,25.6
2202,41,2024,0,47.15,-13.5,0,1.399,16.4,6.9,72.3,369,24,48200,908,275,0.551,21.1
2202,41,2026,1,47.15,-13.5,0,1.783,21.9,7.7,80.8,404,11,44100,908,275,0.551,21.1
2203,41,2024,0,59.618,-1.032,0,2.497,12.1,6.5,84.5,163,2,63400,440,136,0.54,25.5
2203,41,2026,1,59.618,-1.032,0,2.123,17.7,5.4,78.7,129,4,56800,440,136,0.54,25.5
2204,41,2024,0,43.262,-17.388,0,2.321,19.2,4.6,78,239,21,59100,840,248,0.468,20.5
2204,41,2026,1,43.262,-17.388,0,3.544,18.6,5,81.9,319,13,51700,840,248,0.468,20.5
2205,41,2024,0,26.531,-34.119,0,2.302,11.8,5.3,76.3,285,13,38300,721,207,0.364,17.5
2205,41,2026,1,26.531,-34.119,0,1.784,19.3,5.3,65.8,234,8,43500,721,207,0.364,17.5
2206,41,2024,0,64.55,3.9,1,1.099,14.7,5.2,98.8,177,6,62400,637,172,0.507,22.2
2206,41,2026,1,64.55,3.9,1,3.273,29.2,8.4,71.6,215,6,53300,637,172,0.507,22.2
2207,41,2024,0,48.332,-12.318,0,1.948,13,7.5,73.1,195,4,54800,426,134,0.463,19.5
2207,41,2026,1,48.332,-12.318,0,2.776,15.2,7.3,73.5,197,10,45600,426,134,0.463,19.5
2208,41,2024,0,52.407,-8.243,0,1.45,15.2,6.4,76.3,94,3,68400,319,82,0.475,19.8
2208,41,2026,1,52.407,-8.243,0,2.547,15.8,8.1,67.4,96,3,64600,319,82,0.475,19.8
2209,41,2024,0,67.622,6.972,1,2.688,9.9,4.8,90.3,123,6,60400,493,133,0.566,23.3
2209,41,2026,1,67.622,6.972,1,2.085,22.3,10.3,54.4,225,8,45200,493,133,0.566,23.3
2210,41,2024,0,35.37,-25.28,0,2.469,17.8,6,65.3,122,6,61400,357,102,0.368,14.4
2210,41,2026,1,35.37,-25.28,0,2.912,17.3,6.6,71.8,176,7,61500,357,102,0.368,14.4
2211,41,2024,0,87.352,26.702,1,0.833,1,2.6,106.1,26,2,79900,336,91,0.724,32.4
2211,41,2026,1,87.352,26.702,1,1.529,10.5,6.1,82.2,51,6,63200,336,91,0.724,32.4
2212,41,2024,0,75.316,14.666,1,1.759,9.2,4.5,97,30,3,70000,265,77,0.637,30
2212,41,2026,1,75.316,14.666,1,1.683,20.6,7.6,73.3,119,1,53700,265,77,0.637,30
2213,41,2024,0,56.522,-4.128,0,2.099,13.4,3.3,75.7,130,7,62200,536,153,0.578,22
2213,41,2026,1,56.522,-4.128,0,1.74,14.9,5.5,86.8,159,9,59800,536,153,0.578,22
2214,41,2024,0,59.902,-0.748,0,3.041,13.3,4.4,93,143,16,62900,765,214,0.593,29.7
2214,41,2026,1,59.902,-0.748,0,2.653,15,7.3,88.6,206,8,56900,765,214,0.593,29.7
2215,41,2024,0,79.521,18.871,1,0.943,1.6,3.4,102,57,1,89400,408,109,0.727,30.2
2215,41,2026,1,79.521,18.871,1,1.487,11.4,6.8,74.6,128,1,71600,408,109,0.727,30.2
2216,41,2024,0,78.222,17.572,1,1.372,9.1,4.5,106.2,67,6,70200,391,117,0.671,26.5
2216,41,2026,1,78.222,17.572,1,1.454,18.9,7.6,80.3,82,4,53300,391,117,0.671,26.5
2217,41,2024,0,67.571,6.921,1,1.253,12.3,5.7,87.3,81,3,71600,279,76,0.621,31.2
2217,41,2026,1,67.571,6.921,1,2.26,25.5,8.6,57.6,129,5,60000,279,76,0.621,31.2
2218,41,2024,0,67.162,6.513,1,1.1,10.6,4.4,90.1,102,10,65200,583,152,0.641,33
2218,41,2026,1,67.162,6.513,1,1.728,25.5,9.5,67.9,210,9,55000,583,152,0.641,33
2219,41,2024,0,66.04,5.391,1,1.971,13,4.3,92.9,80,3,72000,382,105,0.543,32.9
2219,41,2026,1,66.04,5.391,1,1.611,19.1,7.8,89.5,151,8,51200,382,105,0.543,32.9
2220,41,2024,0,35.047,-25.603,0,2.783,16.4,5.8,71,78,8,51500,282,76,0.449,20.3
2220,41,2026,1,35.047,-25.603,0,2.629,17.2,6.1,72.9,84,7,43600,282,76,0.449,20.3
2221,42,2024,0,57.734,-0.909,0,3.933,11,4.1,71,54,9,63000,387,102,0.498,22.3
2221,42,2026,1,57.734,-0.909,0,3.351,14.5,4.9,61.6,72,3,49800,387,102,0.498,22.3
2222,42,2024,0,52.012,-6.631,0,4.219,16.5,3.7,75.3,48,5,61700,171,49,0.445,18.9
2222,42,2026,1,52.012,-6.631,0,3.217,16.9,5.3,72.8,59,3,47800,171,49,0.445,18.9
2223,42,2024,0,37.744,-20.899,0,2.771,11.8,5.6,62.5,183,9,57300,639,190,0.471,20.1
2223,42,2026,1,37.744,-20.899,0,3.377,15.7,6.2,53.7,135,9,52300,639,190,0.471,20.1
2224,42,2024,0,41.551,-17.092,0,4.006,13.2,3.9,62.9,85,4,56600,401,110,0.454,18
2224,42,2026,1,41.551,-17.092,0,5.515,10.4,3.6,65.9,60,6,54200,401,110,0.454,18
2225,42,2024,0,36.874,-21.769,0,4.905,14.1,6.2,55.1,63,9,44800,267,77,0.284,16.4
2225,42,2026,1,36.874,-21.769,0,3.455,13.9,9.1,52.7,65,3,43500,267,77,0.284,16.4
2226,42,2024,0,64.508,5.865,1,3.469,11,2.9,81.8,47,6,66300,589,172,0.585,24.9
2226,42,2026,1,64.508,5.865,1,4.119,20.5,5.4,70.9,87,8,36900,589,172,0.585,24.9
2227,42,2024,0,53.415,-5.228,0,4.328,4.2,3.2,68.2,65,2,71200,387,109,0.469,30.1
2227,42,2026,1,53.415,-5.228,0,5.131,8.6,3.4,61.1,126,12,58000,387,109,0.469,30.1
2228,42,2024,0,65.684,7.041,1,2.506,11.4,5,78.4,129,12,60100,555,162,0.57,24.2
2228,42,2026,1,65.684,7.041,1,4.731,18.8,7.8,69.9,162,8,34300,555,162,0.57,24.2
2229,42,2024,0,69.543,10.9,1,2.493,13.9,4.1,81.8,31,2,65800,292,79,0.554,25.3
2229,42,2026,1,69.543,10.9,1,3.014,20.3,7.7,57.3,44,5,46400,292,79,0.554,25.3
2230,42,2024,0,38.197,-20.446,0,4.376,17.4,5,54.8,67,6,45400,241,71,0.374,20.4
2230,42,2026,1,38.197,-20.446,0,4.497,21.7,4.8,51.7,78,4,52200,241,71,0.374,20.4
2231,42,2024,0,54.736,-3.907,0,3.643,9.9,3.5,72.6,73,5,57000,364,98,0.552,25.1
2231,42,2026,1,54.736,-3.907,0,3.281,14.2,5,65,89,6,54200,364,98,0.552,25.1
2232,42,2024,0,51.825,-6.818,0,3.595,16,5.9,73.7,165,13,65500,738,176,0.498,23.6
2232,42,2026,1,51.825,-6.818,0,4.656,14.2,5.2,81.7,199,12,55200,738,176,0.498,23.6
2233,42,2024,0,86.279,27.636,1,2.075,1.8,1.7,91.9,56,3,79400,890,257,0.659,27.5
2233,42,2026,1,86.279,27.636,1,3.013,11,3.1,82.1,98,8,63500,890,257,0.659,27.5
2234,42,2024,0,66.406,7.763,1,3.774,11.2,1.3,82.4,131,10,57100,654,181,0.576,27
2234,42,2026,1,66.406,7.763,1,3.918,20.9,6.3,72.4,248,11,47700,654,181,0.576,27
2235,42,2024,0,85.587,26.944,1,1.659,3.2,3.4,94.4,39,3,75200,463,118,0.564,32.9
2235,42,2026,1,85.587,26.944,1,1.636,13.9,5.4,69.5,76,6,64800,463,118,0.564,32.9
2236,42,2024,0,53.265,-5.378,0,5.209,10.4,4.6,82.5,112,7,66300,465,136,0.386,19.6
2236,42,2026,1,53.265,-5.378,0,3.477,16,5.4,65.7,133,9,63600,465,136,0.386,19.6
2237,42,2024,0,66.573,7.93,1,2.189,9.7,2.7,82.7,149,6,46400,816,244,0.529,24.5
2237,42,2026,1,66.573,7.93,1,2.542,22.2,6.2,61.8,199,10,45500,816,244,0.529,24.5
2238,42,2024,0,39.628,-19.015,0,3.214,14.7,3.9,65.2,187,12,50400,900,224,0.533,25.8
2238,42,2026,1,39.628,-19.015,0,3.007,13.1,5.5,72.1,277,22,54800,900,224,0.533,25.8
2239,42,2024,0,68.262,9.619,1,2.503,9.4,3.1,80.3,94,6,67300,495,148,0.581,31.8
2239,42,2026,1,68.262,9.619,1,3.076,18.4,7,73,160,11,60800,495,148,0.581,31.8
2240,42,2024,0,95,36.357,1,0.855,0.5,0.2,104,38,8,82100,522,141,0.715,35.5
2240,42,2026,1,95,36.357,1,0.99,12.5,3.7,96.7,72,4,66900,522,141,0.715,35.5
2241,42,2024,0,76.804,18.161,1,2.187,4.2,0.2,97.6,33,5,67700,368,108,0.651,27.8
2241,42,2026,1,76.804,18.161,1,3.377,15,2.6,73.3,55,6,43500,368,108,0.651,27.8
2242,42,2024,0,72.011,13.368,1,1.544,8.9,3.9,97.5,41,4,62700,472,140,0.632,24.4
2242,42,2026,1,72.011,13.368,1,2.732,20.3,7.6,75.5,71,9,58600,472,140,0.632,24.4
2243,42,2024,0,51.602,-7.041,0,2.3,15.2,5,77.1,101,10,63500,492,124,0.629,26.5
2243,42,2026,1,51.602,-7.041,0,2.85,11.7,4,64.2,113,10,63700,492,124,0.629,26.5
2244,42,2024,0,52.831,-5.812,0,4.444,12.7,3.5,75.8,146,17,56800,611,169,0.561,22.2
2244,42,2026,1,52.831,-5.812,0,3.839,13.1,5.7,55.1,156,11,53900,611,169,0.561,22.2
2245,42,2024,0,35.674,-22.969,0,5.695,14.3,4.9,51.5,167,11,43100,572,151,0.4,24.6
2245,42,2026,1,35.674,-22.969,0,6.524,14.1,3.7,43.2,216,6,31000,572,151,0.4,24.6
2246,42,2024,0,48.909,-9.734,0,4.605,15.3,3.2,55,34,4,53100,185,53,0.492,19.9
2246,42,2026,1,48.909,-9.734,0,3.085,13.8,3.5,55.6,57,2,58300,185,53,0.492,19.9
2247,42,2024,0,14.156,-44.487,0,2.387,12.8,4.2,56.5,237,9,42100,449,124,0.288,14
2247,42,2026,1,14.156,-44.487,0,3.394,10.8,5.3,52.7,227,15,27400,449,124,0.288,14
2248,42,2024,0,66.759,8.116,1,2.18,14.6,5.5,83.8,39,1,60500,314,88,0.549,23.2
2248,42,2026,1,66.759,8.116,1,4.073,23.3,7,58.9,86,9,50700,314,88,0.549,23.2
2249,42,2024,0,31.917,-26.726,0,3.48,15.5,3.6,55.4,47,5,33900,195,53,0.445,16.3
2249,42,2026,1,31.917,-26.726,0,2.235,17.4,4.5,42.2,50,5,31000,195,53,0.445,16.3
2250,42,2024,0,47.816,-10.827,0,7.47,19.3,5.3,85.5,109,14,69900,600,157,0.52,31
2250,42,2026,1,47.816,-10.827,0,5.109,19.1,3.9,65.8,149,9,62000,600,157,0.52,31
2251,42,2024,0,61.837,3.194,1,2.896,5.3,3.7,83,80,3,68900,491,130,0.585,25.3
2251,42,2026,1,61.837,3.194,1,5.294,22.2,7.2,58,131,7,40500,491,130,0.585,25.3
2252,42,2024,0,49.464,-9.179,0,4.44,14,3.8,70.5,46,4,52200,198,49,0.499,26.5
2252,42,2026,1,49.464,-9.179,0,5.792,16.7,5.3,61.3,34,5,58800,198,49,0.499,26.5
2253,42,2024,0,40.139,-18.504,0,4.237,15.3,5.4,63.2,75,4,49200,197,55,0.437,21.7
2253,42,2026,1,40.139,-18.504,0,3.412,17.1,5.3,58.1,52,3,43600,197,55,0.437,21.7
2254,42,2024,0,22.658,-35.985,0,2.837,15.1,4,57,45,4,47500,155,43,0.299,11.2
2254,42,2026,1,22.658,-35.985,0,3.814,15.8,3.1,54.6,47,2,43800,155,43,0.299,11.2
2255,42,2024,0,29.782,-28.861,0,2.741,16.9,2.7,62.4,113,9,61100,377,107,0.283,15.7
2255,42,2026,1,29.782,-28.861,0,2.564,11.8,4,49.7,145,6,49100,377,107,0.283,15.7
2256,42,2024,0,66.561,7.918,1,3.624,4.8,2.7,75.6,111,15,56800,1152,297,0.56,22.3
2256,42,2026,1,66.561,7.918,1,5.321,13.9,6.6,52.9,294,24,43000,1152,297,0.56,22.3
2257,42,2024,0,57.707,-0.936,0,2.228,14.9,2.7,85.3,44,0,49300,205,52,0.536,22.9
2257,42,2026,1,57.707,-0.936,0,3.449,20.2,3.4,76.8,47,6,51000,205,52,0.536,22.9
2258,42,2024,0,77.195,18.552,1,1.053,12.6,2.1,106.2,43,2,64200,476,131,0.69,27.8
2258,42,2026,1,77.195,18.552,1,2.046,20.2,5.4,88.9,55,13,44700,476,131,0.69,27.8
2259,42,2024,0,71.432,12.789,1,2.197,1.5,0.6,87.1,21,2,58400,216,59,0.628,28.3
2259,42,2026,1,71.432,12.789,1,4.267,14.3,5.8,61.3,42,2,43900,216,59,0.628,28.3
2260,42,2024,0,40.691,-17.952,0,4.695,12.7,4.5,57.8,83,6,60400,241,67,0.431,23
2260,42,2026,1,40.691,-17.952,0,3.751,18.9,4.2,60.1,77,7,58600,241,67,0.431,23
2261,42,2024,0,53.834,-4.809,0,3.681,7.7,2.4,66.7,82,6,50000,394,125,0.382,25.3
2261,42,2026,1,53.834,-4.809,0,4.655,12.5,2.9,69.1,69,6,47800,394,125,0.382,25.3
2262,42,2024,0,64.313,5.67,1,2.562,5.8,0.5,72.6,26,0,60900,140,36,0.651,45.4
2262,42,2026,1,64.313,5.67,1,4.311,16.4,6.2,58.5,25,2,44800,140,36,0.651,45.4
2263,42,2024,0,50.968,-7.675,0,4.141,10.9,4.3,78.4,63,3,45800,299,79,0.513,19.8
2263,42,2026,1,50.968,-7.675,0,5.054,11.7,5.9,71.4,54,8,46400,299,79,0.513,19.8
2264,42,2024,0,32.245,-26.398,0,2.74,14.2,3.9,65.5,63,5,51000,259,63,0.383,17.3
2264,42,2026,1,32.245,-26.398,0,3.836,16.5,4,57.1,81,5,48900,259,63,0.383,17.3
2265,42,2024,0,32.33,-26.313,0,3.869,12.8,4.2,64.2,114,12,50200,344,97,0.312,15.8
2265,42,2026,1,32.33,-26.313,0,3.109,16.1,5.4,73.3,123,6,42700,344,97,0.312,15.8
2266,42,2024,0,87.954,29.311,1,1.145,0.5,0.2,106.2,10,0,76900,138,39,0.678,32.7
2266,42,2026,1,87.954,29.311,1,1.633,9.3,4.5,84.2,22,5,51600,138,39,0.678,32.7
2267,42,2024,0,47.765,-10.878,0,5.579,5.4,5.1,72.9,141,5,42100,449,130,0.347,18.9
2267,42,2026,1,47.765,-10.878,0,5.361,12.1,5,66.4,95,11,43500,449,130,0.347,18.9
2268,42,2024,0,70.965,12.322,1,3.335,10,2.5,81,34,3,59800,348,100,0.672,36.2
2268,42,2026,1,70.965,12.322,1,3.269,18.6,6.8,60.8,80,3,38800,348,100,0.672,36.2
2269,42,2024,0,38.741,-19.902,0,4.181,15.6,3.8,63.5,61,4,51500,282,82,0.447,13.4
2269,42,2026,1,38.741,-19.902,0,5.163,18.5,5.2,61.3,58,7,55100,282,82,0.447,13.4
2270,42,2024,0,59.552,0.909,1,3.447,10.2,4,91.2,49,4,56300,347,97,0.565,28.2
2270,42,2026,1,59.552,0.909,1,6.787,20.8,10,68.7,76,8,46500,347,97,0.565,28.2
2271,42,2024,0,16.204,-42.439,0,4.459,10.7,4,52.5,58,5,36300,296,84,0.245,13.8
2271,42,2026,1,16.204,-42.439,0,2.603,9.1,6.4,47.6,64,7,33400,296,84,0.245,13.8
2272,43,2024,0,40.723,-21.8,0,2.268,21.8,7.9,65.6,188,7,31800,446,130,0.449,15.2
2272,43,2026,1,40.723,-21.8,0,2.384,19,8,63.8,159,7,35300,446,130,0.449,15.2
2273,43,2024,0,62.305,-0.218,0,2.814,14.4,4.2,68.2,118,6,37500,510,157,0.656,22.3
2273,43,2026,1,62.305,-0.218,0,4.425,19.1,5.8,66.6,130,7,34300,510,157,0.656,22.3
2274,43,2024,0,42.434,-20.089,0,3.05,15,7.1,85.3,77,0,33800,240,70,0.475,15.9
2274,43,2026,1,42.434,-20.089,0,2.626,21.2,8.1,72.8,95,3,28700,240,70,0.475,15.9
2275,43,2024,0,59.802,-2.721,0,3.1,13.7,4.6,62.4,432,12,61100,1603,451,0.493,27.7
2275,43,2026,1,59.802,-2.721,0,2.951,17.5,5.6,69.3,549,20,49300,1603,451,0.493,27.7
2276,43,2024,0,32.842,-29.681,0,1.816,18,5.1,63.9,230,10,32100,629,173,0.378,14.1
2276,43,2026,1,32.842,-29.681,0,2.976,21.8,5.2,66.2,257,9,34800,629,173,0.378,14.1
2277,43,2024,0,45.817,-16.706,0,2.891,16,6.3,65.8,42,2,32100,136,39,0.532,20.4
2277,43,2026,1,45.817,-16.706,0,3.356,19.8,7.7,60.9,52,4,32700,136,39,0.532,20.4
2278,43,2024,0,62.741,0.218,1,1.876,15.4,4.1,90.3,112,2,46200,311,98,0.558,22.7
2278,43,2026,1,62.741,0.218,1,4.122,22.8,8.8,74.3,174,3,28700,311,98,0.558,22.7
2279,43,2024,0,66.601,4.078,1,1.571,12.5,3.6,87.2,53,1,51500,354,100,0.614,24.4
2279,43,2026,1,66.601,4.078,1,2.129,21.4,8.4,67.3,115,7,29800,354,100,0.614,24.4
2280,43,2024,0,82.352,19.829,1,1.917,7.6,1.2,104.9,61,1,57300,432,111,0.71,29.5
2280,43,2026,1,82.352,19.829,1,1.478,14.9,5,78.6,107,8,51300,432,111,0.71,29.5
2281,43,2024,0,61.238,-1.285,0,1.818,15.6,3.5,77.1,269,14,46900,848,206,0.489,25.2
2281,43,2026,1,61.238,-1.285,0,1.583,21.2,5.4,83.6,344,5,42600,848,206,0.489,25.2
2282,43,2024,0,51.565,-10.958,0,2.961,13.8,6.6,78.9,192,7,37500,532,155,0.48,17.6
2282,43,2026,1,51.565,-10.958,0,3.039,21.3,7,71.4,240,9,32200,532,155,0.48,17.6
2283,43,2024,0,59.097,-3.426,0,2.369,14.6,4,80,220,14,52300,797,220,0.489,24.4
2283,43,2026,1,59.097,-3.426,0,4.464,15.1,4,72.8,357,6,48400,797,220,0.489,24.4
2284,43,2024,0,83.914,21.391,1,0.691,8.9,3.7,106.9,121,3,57300,710,206,0.736,26
2284,43,2026,1,83.914,21.391,1,1.323,18.2,7.9,87,178,6,57600,710,206,0.736,26
2285,43,2024,0,74.916,12.393,1,1.666,9.9,3.8,93.3,66,7,56300,456,137,0.662,29.7
2285,43,2026,1,74.916,12.393,1,2.304,21.1,7.6,59.6,137,6,34800,456,137,0.662,29.7
2286,43,2024,0,63.969,1.446,1,2.66,12.4,5.6,91.6,49,0,51700,156,40,0.552,22.9
2286,43,2026,1,63.969,1.446,1,3.185,22.6,7.5,66.2,82,1,36100,156,40,0.552,22.9
2287,43,2024,0,39.527,-22.996,0,2.201,20.1,6.9,60,106,9,38000,352,101,0.434,13.8
2287,43,2026,1,39.527,-22.996,0,2.365,21.7,7.3,64.9,156,6,32700,352,101,0.434,13.8
2288,43,2024,0,82.016,19.493,1,1.677,2.8,3.2,121.2,53,0,56400,313,89,0.732,29.9
2288,43,2026,1,82.016,19.493,1,1.725,9.1,6.6,110.4,94,3,40300,313,89,0.732,29.9
2289,43,2024,0,51.795,-10.728,0,4.007,11,5.7,79.4,239,7,47200,993,282,0.446,31.5
2289,43,2026,1,51.795,-10.728,0,2.953,16.7,6.6,76.4,263,12,38400,993,282,0.446,31.5
2290,43,2024,0,40.247,-22.276,0,4.252,18.4,5.1,69.4,303,8,34800,566,159,0.451,21.2
2290,43,2026,1,40.247,-22.276,0,4.335,19.4,6.9,57.2,296,9,35100,566,159,0.451,21.2
2291,43,2024,0,80.742,18.219,1,1.033,6.1,1.3,111.1,31,2,57200,286,81,0.608,27.1
2291,43,2026,1,80.742,18.219,1,1.895,19.7,6.2,81.4,51,4,37200,286,81,0.608,27.1
2292,43,2024,0,39.576,-22.947,0,3.464,17.6,6.1,73.6,147,11,46400,381,111,0.377,19.7
2292,43,2026,1,39.576,-22.947,0,4.045,15.1,7.3,65,145,10,45900,381,111,0.377,19.7
2293,43,2024,0,70.723,8.2,1,1.36,10.7,5.4,74,60,1,41800,185,50,0.606,32.3
2293,43,2026,1,70.723,8.2,1,3.462,22.1,9.5,55.1,86,4,37300,185,50,0.606,32.3
2294,43,2024,0,56.888,-5.635,0,3.051,17.1,4.6,92.7,86,4,45700,308,108,0.474,19.3
2294,43,2026,1,56.888,-5.635,0,3.138,22,4.8,70.3,114,6,50700,308,108,0.474,19.3
2295,43,2024,0,89.954,27.431,1,1.231,8.1,2.5,108.8,65,0,67800,482,127,0.729,29.6
2295,43,2026,1,89.954,27.431,1,1.384,11.8,5.3,99.8,131,3,56100,482,127,0.729,29.6
2296,43,2024,0,80.448,17.925,1,1.475,8.1,2.4,102.7,128,6,63000,722,205,0.612,43
2296,43,2026,1,80.448,17.925,1,1.832,22.5,6.2,86.7,145,9,41400,722,205,0.612,43
2297,43,2024,0,66.023,3.5,1,2.272,9.6,5.3,81.5,125,2,49600,389,109,0.533,23.8
2297,43,2026,1,66.023,3.5,1,3.06,18.4,9.9,71,210,8,34000,389,109,0.533,23.8
2298,43,2024,0,39.837,-22.686,0,3.185,17.8,6.3,70.3,106,3,41400,292,76,0.381,15
2298,43,2026,1,39.837,-22.686,0,3.411,19.5,8.2,64.9,121,7,36800,292,76,0.381,15
2299,43,2024,0,79.512,16.989,1,1.253,8.6,6.3,81.5,77,7,58200,395,113,0.688,29.1
2299,43,2026,1,79.512,16.989,1,1.989,16.5,8.6,60.8,124,4,39000,395,113,0.688,29.1
2300,43,2024,0,81.632,19.109,1,1.859,5.5,3.5,105.2,97,2,58800,962,231,0.736,28.6
2300,43,2026,1,81.632,19.109,1,2.431,20,5.3,91.3,264,11,41500,962,231,0.736,28.6
2301,43,2024,0,65.106,2.583,1,3.486,9.2,6.8,77.5,158,6,59600,683,183,0.559,28.2
