colegio_id,anio,Y,D,tratado,post
542,2013,284.93,0,0,0
542,2014,283.44,0,0,0
542,2015,288.97,0,0,1
542,2016,299.33,0,0,1
542,2017,290.06,0,0,1
543,2013,291.91,0,1,0
543,2014,298.08,0,1,0
543,2015,303.97,1,1,1
543,2016,312.57,1,1,1
543,2017,306.72,1,1,1
544,2013,271.93,0,1,0
544,2014,273.36,0,1,0
544,2015,279.39,1,1,1
544,2016,282.05,1,1,1
544,2017,279.41,1,1,1
545,2013,299.72,0,1,0
545,2014,300.39,0,1,0
545,2015,310.45,1,1,1
545,2016,307.53,1,1,1
545,2017,314.01,1,1,1
546,2013,286.0,0,0,0
546,2014,270.42,0,0,0
546,2015,279.9,0,0,1
546,2016,276.73,0,0,1
546,2017,281.58,0,0,1
547,2013,285.2,0,1,0
547,2014,279.84,0,1,0
547,2015,305.08,1,1,1
547,2016,297.54,1,1,1
547,2017,296.86,1,1,1
548,2013,307.76,0,0,0
548,2014,309.15,0,0,0
548,2015,310.2,0,0,1
548,2016,308.72,0,0,1
548,2017,313.98,0,0,1
549,2013,262.0,0,1,0
549,2014,263.78,0,1,0
549,2015,273.39,1,1,1
549,2016,289.99,1,1,1
549,2017,286.2,1,1,1
550,2013,260.79,0,1,0
550,2014,260.47,0,1,0
550,2015,268.89,1,1,1
550,2016,267.19,1,1,1
550,2017,273.75,1,1,1
551,2013,232.69,0,0,0
551,2014,238.52,0,0,0
551,2015,234.06,0,0,1
551,2016,234.83,0,0,1
551,2017,236.68,0,0,1
552,2013,279.36,0,0,0
552,2014,277.72,0,0,0
552,2015,276.27,0,0,1
552,2016,285.69,0,0,1
552,2017,280.95,0,0,1
553,2013,256.59,0,1,0
553,2014,250.41,0,1,0
553,2015,260.75,1,1,1
553,2016,262.81,1,1,1
553,2017,265.3,1,1,1
554,2013,303.13,0,1,0
554,2014,295.08,0,1,0
554,2015,310.78,1,1,1
554,2016,311.57,1,1,1
554,2017,311.93,1,1,1
555,2013,276.91,0,1,0
555,2014,273.99,0,1,0
555,2015,285.13,1,1,1
555,2016,282.43,1,1,1
555,2017,284.1,1,1,1
556,2013,267.61,0,1,0
556,2014,262.96,0,1,0
556,2015,270.56,1,1,1
556,2016,281.2,1,1,1
556,2017,284.06,1,1,1
557,2013,238.65,0,0,0
557,2014,248.68,0,0,0
557,2015,243.8,0,0,1
557,2016,247.74,0,0,1
557,2017,251.71,0,0,1
558,2013,272.12,0,1,0
558,2014,283.65,0,1,0
558,2015,296.99,1,1,1
558,2016,284.58,1,1,1
558,2017,300.29,1,1,1
559,2013,289.67,0,1,0
559,2014,290.04,0,1,0
559,2015,299.22,1,1,1
559,2016,305.37,1,1,1
559,2017,304.08,1,1,1
560,2013,272.58,0,0,0
560,2014,270.43,0,0,0
560,2015,276.79,0,0,1
560,2016,276.14,0,0,1
560,2017,268.86,0,0,1
561,2013,279.44,0,1,0
561,2014,292.54,0,1,0
561,2015,302.27,1,1,1
561,2016,308.05,1,1,1
561,2017,306.22,1,1,1
562,2013,288.59,0,1,0
562,2014,291.89,0,1,0
562,2015,302.52,1,1,1
562,2016,308.98,1,1,1
562,2017,303.62,1,1,1
563,2013,276.24,0,0,0
563,2014,276.43,0,0,0
563,2015,283.95,0,0,1
563,2016,283.88,0,0,1
563,2017,284.65,0,0,1
564,2013,307.49,0,0,0
564,2014,315.62,0,0,0
564,2015,306.88,0,0,1
564,2016,313.76,0,0,1
564,2017,303.37,0,0,1
565,2013,261.63,0,0,0
565,2014,269.25,0,0,0
565,2015,282.05,0,0,1
565,2016,274.15,0,0,1
565,2017,280.0,0,0,1
566,2013,285.91,0,1,0
566,2014,292.2,0,1,0
566,2015,304.5,1,1,1
566,2016,312.23,1,1,1
566,2017,315.39,1,1,1
567,2013,280.71,0,1,0
567,2014,286.58,0,1,0
567,2015,297.93,1,1,1
567,2016,307.78,1,1,1
567,2017,301.19,1,1,1
568,2013,301.24,0,0,0
568,2014,297.7,0,0,0
568,2015,289.72,0,0,1
568,2016,294.79,0,0,1
568,2017,300.19,0,0,1
569,2013,265.04,0,0,0
569,2014,269.45,0,0,0
569,2015,276.24,0,0,1
569,2016,271.84,0,0,1
569,2017,272.58,0,0,1
570,2013,309.76,0,0,0
570,2014,311.69,0,0,0
570,2015,305.61,0,0,1
570,2016,316.99,0,0,1
570,2017,315.86,0,0,1
571,2013,282.28,0,1,0
571,2014,286.72,0,1,0
571,2015,301.96,1,1,1
571,2016,294.2,1,1,1
571,2017,296.3,1,1,1
572,2013,285.43,0,0,0
572,2014,293.22,0,0,0
572,2015,305.53,0,0,1
572,2016,297.08,0,0,1
572,2017,301.49,0,0,1
573,2013,282.66,0,0,0
573,2014,274.63,0,0,0
573,2015,277.17,0,0,1
573,2016,274.24,0,0,1
573,2017,279.97,0,0,1
574,2013,272.26,0,1,0
574,2014,265.92,0,1,0
574,2015,286.59,1,1,1
574,2016,285.02,1,1,1
574,2017,290.98,1,1,1
575,2013,284.08,0,0,0
575,2014,289.08,0,0,0
575,2015,291.06,0,0,1
575,2016,295.63,0,0,1
575,2017,284.15,0,0,1
576,2013,260.12,0,1,0
576,2014,268.5,0,1,0
576,2015,274.68,1,1,1
576,2016,271.98,1,1,1
576,2017,277.71,1,1,1
577,2013,308.58,0,1,0
577,2014,312.38,0,1,0
577,2015,323.86,1,1,1
577,2016,326.07,1,1,1
577,2017,318.81,1,1,1
578,2013,288.59,0,1,0
578,2014,294.43,0,1,0
578,2015,293.59,1,1,1
578,2016,306.33,1,1,1
578,2017,296.83,1,1,1
579,2013,257.25,0,1,0
579,2014,257.71,0,1,0
579,2015,270.35,1,1,1
579,2016,264.95,1,1,1
579,2017,274.23,1,1,1
580,2013,300.41,0,1,0
580,2014,309.62,0,1,0
580,2015,316.73,1,1,1
580,2016,319.11,1,1,1
580,2017,320.49,1,1,1
581,2013,280.51,0,1,0
581,2014,276.13,0,1,0
581,2015,288.76,1,1,1
581,2016,289.2,1,1,1
581,2017,297.28,1,1,1
582,2013,259.28,0,1,0
582,2014,273.66,0,1,0
582,2015,278.4,1,1,1
582,2016,276.3,1,1,1
582,2017,275.3,1,1,1
583,2013,261.27,0,0,0
583,2014,264.83,0,0,0
583,2015,268.05,0,0,1
583,2016,262.63,0,0,1
583,2017,264.99,0,0,1
584,2013,310.0,0,1,0
584,2014,302.89,0,1,0
584,2015,316.32,1,1,1
584,2016,311.43,1,1,1
584,2017,317.99,1,1,1
585,2013,283.01,0,1,0
585,2014,275.54,0,1,0
585,2015,288.99,1,1,1
585,2016,292.66,1,1,1
585,2017,290.61,1,1,1
586,2013,281.24,0,1,0
586,2014,280.21,0,1,0
586,2015,294.85,1,1,1
586,2016,301.84,1,1,1
586,2017,297.44,1,1,1
587,2013,293.41,0,0,0
587,2014,297.67,0,0,0
587,2015,301.06,0,0,1
587,2016,306.24,0,0,1
587,2017,312.07,0,0,1
588,2013,290.74,0,0,0
588,2014,294.51,0,0,0
588,2015,300.36,0,0,1
588,2016,296.41,0,0,1
588,2017,307.28,0,0,1
589,2013,233.36,0,0,0
589,2014,232.41,0,0,0
589,2015,238.12,0,0,1
589,2016,236.56,0,0,1
589,2017,239.41,0,0,1
590,2013,285.68,0,0,0
590,2014,283.88,0,0,0
590,2015,294.44,0,0,1
590,2016,296.07,0,0,1
590,2017,296.2,0,0,1
591,2013,271.85,0,0,0
591,2014,265.71,0,0,0
591,2015,287.33,0,0,1
591,2016,276.35,0,0,1
591,2017,282.17,0,0,1
592,2013,271.4,0,0,0
592,2014,276.24,0,0,0
592,2015,267.82,0,0,1
592,2016,279.59,0,0,1
592,2017,274.45,0,0,1
593,2013,314.22,0,1,0
593,2014,311.72,0,1,0
593,2015,325.13,1,1,1
593,2016,327.84,1,1,1
593,2017,329.89,1,1,1
594,2013,278.67,0,1,0
594,2014,297.76,0,1,0
594,2015,307.25,1,1,1
594,2016,312.49,1,1,1
594,2017,303.69,1,1,1
595,2013,307.88,0,1,0
595,2014,294.79,0,1,0
595,2015,325.95,1,1,1
595,2016,317.22,1,1,1
595,2017,321.56,1,1,1
596,2013,273.33,0,0,0
596,2014,280.26,0,0,0
596,2015,289.61,0,0,1
596,2016,290.43,0,0,1
596,2017,292.57,0,0,1
597,2013,243.24,0,0,0
597,2014,244.81,0,0,0
597,2015,240.8,0,0,1
597,2016,244.14,0,0,1
597,2017,247.45,0,0,1
598,2013,286.6,0,1,0
598,2014,293.39,0,1,0
598,2015,317.33,1,1,1
598,2016,313.7,1,1,1
598,2017,310.68,1,1,1
599,2013,296.77,0,1,0
599,2014,295.4,0,1,0
599,2015,320.42,1,1,1
599,2016,310.28,1,1,1
599,2017,313.29,1,1,1
600,2013,284.67,0,0,0
600,2014,287.33,0,0,0
600,2015,280.83,0,0,1
600,2016,280.77,0,0,1
600,2017,288.8,0,0,1
601,2013,275.91,0,1,0
601,2014,276.19,0,1,0
601,2015,295.66,1,1,1
601,2016,296.01,1,1,1
601,2017,305.85,1,1,1
602,2013,273.41,0,0,0
602,2014,281.1,0,0,0
602,2015,283.07,0,0,1
602,2016,271.26,0,0,1
602,2017,274.91,0,0,1
603,2013,273.55,0,1,0
603,2014,282.21,0,1,0
603,2015,298.36,1,1,1
603,2016,292.72,1,1,1
603,2017,296.24,1,1,1
604,2013,261.31,0,0,0
604,2014,263.23,0,0,0
604,2015,260.6,0,0,1
604,2016,259.18,0,0,1
604,2017,263.84,0,0,1
605,2013,285.87,0,1,0
605,2014,281.1,0,1,0
605,2015,302.28,1,1,1
605,2016,300.6,1,1,1
605,2017,301.55,1,1,1
606,2013,271.4,0,0,0
606,2014,270.7,0,0,0
606,2015,281.61,0,0,1
606,2016,274.1,0,0,1
606,2017,282.15,0,0,1
607,2013,277.39,0,1,0
607,2014,283.54,0,1,0
607,2015,304.67,1,1,1
607,2016,294.73,1,1,1
607,2017,304.52,1,1,1
608,2013,259.24,0,0,0
608,2014,279.04,0,0,0
608,2015,278.27,0,0,1
608,2016,276.34,0,0,1
608,2017,284.97,0,0,1
609,2013,292.96,0,0,0
609,2014,303.55,0,0,0
609,2015,285.42,0,0,1
609,2016,306.22,0,0,1
609,2017,305.14,0,0,1
610,2013,305.49,0,1,0
610,2014,296.82,0,1,0
610,2015,300.46,1,1,1
610,2016,305.44,1,1,1
610,2017,304.04,1,1,1
611,2013,291.61,0,1,0
611,2014,286.64,0,1,0
611,2015,302.17,1,1,1
611,2016,297.44,1,1,1
611,2017,303.47,1,1,1
612,2013,259.27,0,1,0
612,2014,258.7,0,1,0
612,2015,280.77,1,1,1
612,2016,282.63,1,1,1
612,2017,288.63,1,1,1
613,2013,311.06,0,1,0
613,2014,311.24,0,1,0
613,2015,322.28,1,1,1
613,2016,328.94,1,1,1
613,2017,332.78,1,1,1
614,2013,300.1,0,1,0
614,2014,299.24,0,1,0
614,2015,304.77,1,1,1
614,2016,308.27,1,1,1
614,2017,306.62,1,1,1
615,2013,273.74,0,0,0
615,2014,271.91,0,0,0
615,2015,276.7,0,0,1
615,2016,268.66,0,0,1
615,2017,269.84,0,0,1
616,2013,261.81,0,0,0
616,2014,269.33,0,0,0
616,2015,263.64,0,0,1
616,2016,264.68,0,0,1
616,2017,276.77,0,0,1
617,2013,284.38,0,0,0
617,2014,290.84,0,0,0
617,2015,292.77,0,0,1
617,2016,292.53,0,0,1
617,2017,289.86,0,0,1
618,2013,299.06,0,0,0
618,2014,300.02,0,0,0
618,2015,308.64,0,0,1
618,2016,304.15,0,0,1
618,2017,307.49,0,0,1
619,2013,248.84,0,0,0
619,2014,247.03,0,0,0
619,2015,243.42,0,0,1
619,2016,250.94,0,0,1
619,2017,249.83,0,0,1
620,2013,288.14,0,0,0
620,2014,283.59,0,0,0
620,2015,281.56,0,0,1
620,2016,292.4,0,0,1
620,2017,283.85,0,0,1
621,2013,287.21,0,1,0
621,2014,289.6,0,1,0
621,2015,296.4,1,1,1
621,2016,301.71,1,1,1
621,2017,297.8,1,1,1
622,2013,274.76,0,1,0
622,2014,279.12,0,1,0
622,2015,291.56,1,1,1
622,2016,283.34,1,1,1
622,2017,288.02,1,1,1
623,2013,310.76,0,1,0
623,2014,314.64,0,1,0
623,2015,319.69,1,1,1
623,2016,323.73,1,1,1
623,2017,318.55,1,1,1
624,2013,280.37,0,0,0
624,2014,300.58,0,0,0
624,2015,295.46,0,0,1
624,2016,303.49,0,0,1
624,2017,305.49,0,0,1
625,2013,260.04,0,0,0
625,2014,267.23,0,0,0
625,2015,274.01,0,0,1
625,2016,266.6,0,0,1
625,2017,267.05,0,0,1
626,2013,298.63,0,0,0
626,2014,305.02,0,0,0
626,2015,300.93,0,0,1
626,2016,308.78,0,0,1
626,2017,308.43,0,0,1
627,2013,301.9,0,1,0
627,2014,298.18,0,1,0
627,2015,308.92,1,1,1
627,2016,312.43,1,1,1
627,2017,323.99,1,1,1
628,2013,316.14,0,0,0
628,2014,320.99,0,0,0
628,2015,329.62,0,0,1
628,2016,321.28,0,0,1
628,2017,328.49,0,0,1
629,2013,264.77,0,0,0
629,2014,261.21,0,0,0
629,2015,268.47,0,0,1
629,2016,268.23,0,0,1
629,2017,266.97,0,0,1
630,2013,271.8,0,0,0
630,2014,273.66,0,0,0
630,2015,271.84,0,0,1
630,2016,281.55,0,0,1
630,2017,291.01,0,0,1
631,2013,279.55,0,0,0
631,2014,278.93,0,0,0
631,2015,293.1,0,0,1
631,2016,295.2,0,0,1
631,2017,303.3,0,0,1
632,2013,254.15,0,0,0
632,2014,258.51,0,0,0
632,2015,265.49,0,0,1
632,2016,255.17,0,0,1
632,2017,267.9,0,0,1
633,2013,293.14,0,0,0
633,2014,297.08,0,0,0
633,2015,310.23,0,0,1
633,2016,309.72,0,0,1
633,2017,310.42,0,0,1
634,2013,276.51,0,0,0
634,2014,281.02,0,0,0
634,2015,290.92,0,0,1
634,2016,280.16,0,0,1
634,2017,278.47,0,0,1
635,2013,285.51,0,0,0
635,2014,298.82,0,0,0
635,2015,304.2,0,0,1
635,2016,299.67,0,0,1
635,2017,306.16,0,0,1
636,2013,274.8,0,1,0
636,2014,272.2,0,1,0
636,2015,272.53,1,1,1
636,2016,287.02,1,1,1
636,2017,295.86,1,1,1
637,2013,306.8,0,1,0
637,2014,309.98,0,1,0
637,2015,319.78,1,1,1
637,2016,315.44,1,1,1
637,2017,326.6,1,1,1
638,2013,266.35,0,0,0
638,2014,274.13,0,0,0
638,2015,281.0,0,0,1
638,2016,278.93,0,0,1
638,2017,295.48,0,0,1
639,2013,303.46,0,1,0
639,2014,290.29,0,1,0
639,2015,313.31,1,1,1
639,2016,319.8,1,1,1
639,2017,312.82,1,1,1
640,2013,254.87,0,0,0
640,2014,248.87,0,0,0
640,2015,264.27,0,0,1
640,2016,259.33,0,0,1
640,2017,252.15,0,0,1
641,2013,249.28,0,1,0
641,2014,238.69,0,1,0
641,2015,256.93,1,1,1
641,2016,253.14,1,1,1
641,2017,253.65,1,1,1
642,2013,290.28,0,1,0
642,2014,291.72,0,1,0
642,2015,304.59,1,1,1
642,2016,313.64,1,1,1
642,2017,306.93,1,1,1
643,2013,277.24,0,1,0
643,2014,281.09,0,1,0
643,2015,294.02,1,1,1
643,2016,300.63,1,1,1
643,2017,291.64,1,1,1
644,2013,286.41,0,1,0
644,2014,285.18,0,1,0
644,2015,292.93,1,1,1
644,2016,292.69,1,1,1
644,2017,288.31,1,1,1
645,2013,263.76,0,0,0
645,2014,257.83,0,0,0
645,2015,273.03,0,0,1
645,2016,275.89,0,0,1
645,2017,275.86,0,0,1
646,2013,281.57,0,1,0
646,2014,294.39,0,1,0
646,2015,302.91,1,1,1
646,2016,308.52,1,1,1
646,2017,303.67,1,1,1
647,2013,297.71,0,1,0
647,2014,303.04,0,1,0
647,2015,301.08,1,1,1
647,2016,308.43,1,1,1
647,2017,314.99,1,1,1
648,2013,279.51,0,1,0
648,2014,282.63,0,1,0
648,2015,299.4,1,1,1
648,2016,304.74,1,1,1
648,2017,302.0,1,1,1
649,2013,264.15,0,0,0
649,2014,263.69,0,0,0
649,2015,273.17,0,0,1
649,2016,275.93,0,0,1
649,2017,273.97,0,0,1
650,2013,269.2,0,1,0
650,2014,265.75,0,1,0
650,2015,279.4,1,1,1
650,2016,292.44,1,1,1
650,2017,297.61,1,1,1
651,2013,272.76,0,1,0
651,2014,269.54,0,1,0
651,2015,291.2,1,1,1
651,2016,289.07,1,1,1
651,2017,289.77,1,1,1
652,2013,299.47,0,1,0
652,2014,310.83,0,1,0
652,2015,310.94,1,1,1
652,2016,318.36,1,1,1
652,2017,313.15,1,1,1
653,2013,279.58,0,1,0
653,2014,283.49,0,1,0
653,2015,296.6,1,1,1
653,2016,300.83,1,1,1
653,2017,302.85,1,1,1
654,2013,272.33,0,0,0
654,2014,278.52,0,0,0
654,2015,278.3,0,0,1
654,2016,277.06,0,0,1
654,2017,287.26,0,0,1
655,2013,277.4,0,1,0
655,2014,282.67,0,1,0
655,2015,282.75,1,1,1
655,2016,291.88,1,1,1
655,2017,295.58,1,1,1
656,2013,279.29,0,0,0
656,2014,272.13,0,0,0
656,2015,283.56,0,0,1
656,2016,283.89,0,0,1
656,2017,291.47,0,0,1
657,2013,271.32,0,0,0
657,2014,278.39,0,0,0
657,2015,274.48,0,0,1
657,2016,277.77,0,0,1
657,2017,283.08,0,0,1
658,2013,271.32,0,0,0
658,2014,257.94,0,0,0
658,2015,263.63,0,0,1
658,2016,267.35,0,0,1
658,2017,269.15,0,0,1
659,2013,243.29,0,0,0
659,2014,244.87,0,0,0
659,2015,248.22,0,0,1
659,2016,239.13,0,0,1
659,2017,248.61,0,0,1
660,2013,270.05,0,0,0
660,2014,283.73,0,0,0
660,2015,277.45,0,0,1
660,2016,281.16,0,0,1
660,2017,289.42,0,0,1
661,2013,276.37,0,0,0
661,2014,276.26,0,0,0
661,2015,271.57,0,0,1
661,2016,270.25,0,0,1
661,2017,291.0,0,0,1
662,2013,259.31,0,1,0
662,2014,268.92,0,1,0
662,2015,278.87,1,1,1
662,2016,279.61,1,1,1
662,2017,282.19,1,1,1
663,2013,280.7,0,0,0
663,2014,288.45,0,0,0
663,2015,294.77,0,0,1
663,2016,290.35,0,0,1
663,2017,289.89,0,0,1
664,2013,265.83,0,0,0
664,2014,268.1,0,0,0
664,2015,271.35,0,0,1
664,2016,273.39,0,0,1
664,2017,285.28,0,0,1
665,2013,279.57,0,0,0
665,2014,275.98,0,0,0
665,2015,287.28,0,0,1
665,2016,289.63,0,0,1
665,2017,289.23,0,0,1
666,2013,298.77,0,1,0
666,2014,297.75,0,1,0
666,2015,316.62,1,1,1
666,2016,317.4,1,1,1
666,2017,312.56,1,1,1
667,2013,291.34,0,1,0
667,2014,293.39,0,1,0
667,2015,307.54,1,1,1
667,2016,302.73,1,1,1
667,2017,303.9,1,1,1
668,2013,282.02,0,0,0
668,2014,291.78,0,0,0
668,2015,291.84,0,0,1
668,2016,291.6,0,0,1
668,2017,289.57,0,0,1
669,2013,253.37,0,1,0
669,2014,260.96,0,1,0
669,2015,263.37,1,1,1
669,2016,272.62,1,1,1
669,2017,269.86,1,1,1
670,2013,282.5,0,1,0
670,2014,297.86,0,1,0
670,2015,304.81,1,1,1
670,2016,300.62,1,1,1
670,2017,306.54,1,1,1
671,2013,292.74,0,1,0
671,2014,281.26,0,1,0
671,2015,295.88,1,1,1
671,2016,303.92,1,1,1
671,2017,297.37,1,1,1
672,2013,295.7,0,1,0
672,2014,302.17,0,1,0
672,2015,307.4,1,1,1
672,2016,308.64,1,1,1
672,2017,316.42,1,1,1
673,2013,264.3,0,0,0
673,2014,270.49,0,0,0
673,2015,274.59,0,0,1
673,2016,278.6,0,0,1
673,2017,272.34,0,0,1
674,2013,264.54,0,0,0
674,2014,254.14,0,0,0
674,2015,263.44,0,0,1
674,2016,264.43,0,0,1
674,2017,274.65,0,0,1
675,2013,272.59,0,1,0
675,2014,283.15,0,1,0
675,2015,278.87,1,1,1
675,2016,287.99,1,1,1
675,2017,292.6,1,1,1
676,2013,320.23,0,1,0
676,2014,319.35,0,1,0
676,2015,323.88,1,1,1
676,2016,324.27,1,1,1
676,2017,345.44,1,1,1
677,2013,277.72,0,0,0
677,2014,278.27,0,0,0
677,2015,288.45,0,0,1
677,2016,284.52,0,0,1
677,2017,281.28,0,0,1
678,2013,279.81,0,1,0
678,2014,282.84,0,1,0
678,2015,297.17,1,1,1
678,2016,296.91,1,1,1
678,2017,302.57,1,1,1
679,2013,264.89,0,0,0
679,2014,277.79,0,0,0
679,2015,278.79,0,0,1
679,2016,276.74,0,0,1
679,2017,274.85,0,0,1
680,2013,274.8,0,1,0
680,2014,275.62,0,1,0
680,2015,293.53,1,1,1
680,2016,289.85,1,1,1
680,2017,282.93,1,1,1
681,2013,256.84,0,1,0
681,2014,253.47,0,1,0
681,2015,265.86,1,1,1
681,2016,260.52,1,1,1
681,2017,267.63,1,1,1
682,2013,296.62,0,1,0
682,2014,297.11,0,1,0
682,2015,308.11,1,1,1
682,2016,311.97,1,1,1
682,2017,312.47,1,1,1
683,2013,302.03,0,0,0
683,2014,291.81,0,0,0
683,2015,300.13,0,0,1
683,2016,294.04,0,0,1
683,2017,298.21,0,0,1
684,2013,273.96,0,1,0
684,2014,273.25,0,1,0
684,2015,287.27,1,1,1
684,2016,289.84,1,1,1
684,2017,284.02,1,1,1
685,2013,234.84,0,1,0
685,2014,235.07,0,1,0
685,2015,242.32,1,1,1
685,2016,250.01,1,1,1
685,2017,256.07,1,1,1
686,2013,283.16,0,1,0
686,2014,280.24,0,1,0
686,2015,290.88,1,1,1
686,2016,301.05,1,1,1
686,2017,289.7,1,1,1
687,2013,291.84,0,1,0
687,2014,296.72,0,1,0
687,2015,313.22,1,1,1
687,2016,305.23,1,1,1
687,2017,307.13,1,1,1
688,2013,277.44,0,1,0
688,2014,278.29,0,1,0
688,2015,292.46,1,1,1
688,2016,287.19,1,1,1
688,2017,298.91,1,1,1
689,2013,289.32,0,1,0
689,2014,288.44,0,1,0
689,2015,309.21,1,1,1
689,2016,306.96,1,1,1
689,2017,311.4,1,1,1
690,2013,313.14,0,1,0
690,2014,316.63,0,1,0
690,2015,322.64,1,1,1
690,2016,329.55,1,1,1
690,2017,332.86,1,1,1
691,2013,283.88,0,0,0
691,2014,295.31,0,0,0
691,2015,294.04,0,0,1
691,2016,291.83,0,0,1
691,2017,285.91,0,0,1
692,2013,269.83,0,0,0
692,2014,282.12,0,0,0
692,2015,288.3,0,0,1
692,2016,275.71,0,0,1
692,2017,286.6,0,0,1
693,2013,265.75,0,1,0
693,2014,265.17,0,1,0
693,2015,276.75,1,1,1
693,2016,276.03,1,1,1
693,2017,281.37,1,1,1
694,2013,231.21,0,1,0
694,2014,252.3,0,1,0
694,2015,250.75,1,1,1
694,2016,254.45,1,1,1
694,2017,259.35,1,1,1
695,2013,266.58,0,0,0
695,2014,274.95,0,0,0
695,2015,267.4,0,0,1
695,2016,274.33,0,0,1
695,2017,276.04,0,0,1
696,2013,311.08,0,0,0
696,2014,301.15,0,0,0
696,2015,301.58,0,0,1
696,2016,306.92,0,0,1
696,2017,309.27,0,0,1
697,2013,285.06,0,0,0
697,2014,296.42,0,0,0
697,2015,287.49,0,0,1
697,2016,290.38,0,0,1
697,2017,282.24,0,0,1
698,2013,289.95,0,1,0
698,2014,292.01,0,1,0
698,2015,289.09,1,1,1
698,2016,306.63,1,1,1
698,2017,299.58,1,1,1
699,2013,266.91,0,0,0
699,2014,270.39,0,0,0
699,2015,270.1,0,0,1
699,2016,275.18,0,0,1
699,2017,272.5,0,0,1
700,2013,266.86,0,1,0
700,2014,267.18,0,1,0
700,2015,292.04,1,1,1
700,2016,277.58,1,1,1
700,2017,293.09,1,1,1
701,2013,266.67,0,0,0
701,2014,265.46,0,0,0
701,2015,269.24,0,0,1
701,2016,269.75,0,0,1
701,2017,261.98,0,0,1
702,2013,306.95,0,0,0
702,2014,313.89,0,0,0
702,2015,316.61,0,0,1
702,2016,310.89,0,0,1
702,2017,318.69,0,0,1
703,2013,245.73,0,0,0
703,2014,243.25,0,0,0
703,2015,239.69,0,0,1
703,2016,230.55,0,0,1
703,2017,247.02,0,0,1
704,2013,259.56,0,1,0
704,2014,259.4,0,1,0
704,2015,266.69,1,1,1
704,2016,269.42,1,1,1
704,2017,277.57,1,1,1
705,2013,305.87,0,0,0
705,2014,317.04,0,0,0
705,2015,307.84,0,0,1
705,2016,311.06,0,0,1
705,2017,319.74,0,0,1
706,2013,304.21,0,1,0
706,2014,306.13,0,1,0
706,2015,315.07,1,1,1
706,2016,324.61,1,1,1
706,2017,322.4,1,1,1
707,2013,271.06,0,0,0
707,2014,276.03,0,0,0
707,2015,278.34,0,0,1
707,2016,281.98,0,0,1
707,2017,286.71,0,0,1
708,2013,268.45,0,1,0
708,2014,267.31,0,1,0
708,2015,278.64,1,1,1
708,2016,286.04,1,1,1
708,2017,284.58,1,1,1
709,2013,267.4,0,1,0
709,2014,272.81,0,1,0
709,2015,283.81,1,1,1
709,2016,288.89,1,1,1
709,2017,280.81,1,1,1
710,2013,306.74,0,1,0
710,2014,314.92,0,1,0
710,2015,320.91,1,1,1
710,2016,321.5,1,1,1
710,2017,328.04,1,1,1
711,2013,315.64,0,0,0
711,2014,312.69,0,0,0
711,2015,313.07,0,0,1
711,2016,316.61,0,0,1
711,2017,321.03,0,0,1
712,2013,257.26,0,1,0
712,2014,268.04,0,1,0
712,2015,277.8,1,1,1
712,2016,279.87,1,1,1
712,2017,265.27,1,1,1
713,2013,241.45,0,0,0
713,2014,244.04,0,0,0
713,2015,248.79,0,0,1
713,2016,246.7,0,0,1
713,2017,244.35,0,0,1
714,2013,303.88,0,0,0
714,2014,305.19,0,0,0
714,2015,307.33,0,0,1
714,2016,308.72,0,0,1
714,2017,318.01,0,0,1
715,2013,264.29,0,0,0
715,2014,264.12,0,0,0
715,2015,259.23,0,0,1
715,2016,257.75,0,0,1
715,2017,261.26,0,0,1
716,2013,284.16,0,1,0
716,2014,300.93,0,1,0
716,2015,307.13,1,1,1
716,2016,314.18,1,1,1
716,2017,313.03,1,1,1
717,2013,282.48,0,1,0
717,2014,271.09,0,1,0
717,2015,285.01,1,1,1
717,2016,295.68,1,1,1
717,2017,302.34,1,1,1
718,2013,309.29,0,0,0
718,2014,316.17,0,0,0
718,2015,319.77,0,0,1
718,2016,315.79,0,0,1
718,2017,310.37,0,0,1
719,2013,248.04,0,0,0
719,2014,255.92,0,0,0
719,2015,250.44,0,0,1
719,2016,249.9,0,0,1
719,2017,249.05,0,0,1
720,2013,286.63,0,1,0
720,2014,287.82,0,1,0
720,2015,299.34,1,1,1
720,2016,299.9,1,1,1
720,2017,293.64,1,1,1
721,2013,255.04,0,1,0
721,2014,241.71,0,1,0
721,2015,259.34,1,1,1
721,2016,261.79,1,1,1
721,2017,266.61,1,1,1
722,2013,281.73,0,0,0
722,2014,285.12,0,0,0
722,2015,291.37,0,0,1
722,2016,284.91,0,0,1
722,2017,289.71,0,0,1
723,2013,249.04,0,0,0
723,2014,260.09,0,0,0
723,2015,272.18,0,0,1
723,2016,270.04,0,0,1
723,2017,276.28,0,0,1
724,2013,270.92,0,0,0
724,2014,267.62,0,0,0
724,2015,276.99,0,0,1
724,2016,271.43,0,0,1
724,2017,281.81,0,0,1
725,2013,257.47,0,0,0
725,2014,270.62,0,0,0
725,2015,267.43,0,0,1
725,2016,269.14,0,0,1
725,2017,279.69,0,0,1
726,2013,279.69,0,0,0
726,2014,280.39,0,0,0
726,2015,286.85,0,0,1
726,2016,287.6,0,0,1
726,2017,290.71,0,0,1
727,2013,280.54,0,0,0
727,2014,278.8,0,0,0
727,2015,286.93,0,0,1
727,2016,281.1,0,0,1
727,2017,287.33,0,0,1
728,2013,244.32,0,0,0
728,2014,240.72,0,0,0
